*Airport,Link_Id,Node1_Id,Node1_Longitude,Node1_Latitude,Node1_Altitude,Node1_Type,Node2_Id,Node2_Longitude,Node2_Latitude,Node2_Altitude,Node2_Type,Link_Type
RKSS,RP7-RP8,RP7,126.8072877,37.55238871,0,Ramp,RP8,126.80681,37.55279050999999,0,Ramp,Ramp
RKSS,RP8-TX7,RP8,126.80681,37.55279050999999,0,Ramp,TX7,126.8052738,37.55157852999999,0,Taxiway,Ramp
RKSS,RP8-RP9,RP8,126.80681,37.55279050999999,0,Ramp,RP9,126.8061011,37.55335552000001,0,Ramp,Ramp
RKSS,RP9-RP10,RP9,126.8061011,37.55335552000001,0,Ramp,RP10,126.8054239,37.55388463999999,0,Ramp,Ramp
RKSS,RP10-RP11,RP10,126.8054239,37.55388463999999,0,Ramp,RP11,126.804761,37.55443671000003,0,Ramp,Ramp
RKSS,RP11-RP12,RP11,126.804761,37.55443671000003,0,Ramp,RP12,126.8042014,37.55487393999999,0,Ramp,Ramp
RKSS,RP12-RP13,RP12,126.8042014,37.55487393999999,0,Ramp,RP13,126.8040231,37.55502708999999,0,Ramp,Ramp
RKSS,RP13-RP14,RP13,126.8040231,37.55502708999999,0,Ramp,RP14,126.8036873,37.55531582000002,0,Ramp,Ramp
RKSS,RP14-RP15,RP14,126.8036873,37.55531582000002,0,Ramp,RP15,126.8035073,37.55549474999999,0,Ramp,Ramp
RKSS,RP15-RP16,RP15,126.8035073,37.55549474999999,0,Ramp,RP16,126.8035716,37.55583301000001,0,Ramp,Ramp
RKSS,RP15-RP17,RP15,126.8035073,37.55549474999999,0,Ramp,RP17,126.8030364,37.55568299999999,0,Ramp,Ramp
RKSS,RP16-RP18,RP16,126.8035716,37.55583301000001,0,Ramp,RP18,126.8031576,37.55604347999999,0,Ramp,Ramp
RKSS,RP17-TX10,RP17,126.8030364,37.55568299999999,0,Ramp,TX10,126.8014804,37.55455436,0,Taxiway,Ramp
RKSS,RP17-RP18,RP17,126.8030364,37.55568299999999,0,Ramp,RP18,126.8031576,37.55604347999999,0,Ramp,Ramp
RKSS,RP18-RP19,RP18,126.8031576,37.55604347999999,0,Ramp,RP19,126.8028056,37.55646420999999,0,Ramp,Ramp
RKSS,RP19-RP20,RP19,126.8028056,37.55646420999999,0,Ramp,RP20,126.802197,37.55693489999997,0,Ramp,Ramp
RKSS,RP20-RP21,RP20,126.802197,37.55693489999997,0,Ramp,RP21,126.8017092,37.55730591000001,0,Ramp,Ramp
RKSS,RP21-RP22,RP21,126.8017092,37.55730591000001,0,Ramp,RP22,126.8012503,37.55767975999997,0,Ramp,Ramp
RKSS,RP22-RP23,RP22,126.8012503,37.55767975999997,0,Ramp,RP23,126.8010934,37.55779716000001,0,Ramp,Ramp
RKSS,RP23-RP24,RP23,126.8010934,37.55779716000001,0,Ramp,RP24,126.8008325,37.55799552,0,Ramp,Ramp
RKSS,RP24-RP25,RP24,126.8008325,37.55799552,0,Ramp,RP25,126.8005676,37.55821967,0,Ramp,Ramp
RKSS,RP25-RP26,RP25,126.8005676,37.55821967,0,Ramp,RP26,126.8004389,37.55831589,0,Ramp,Ramp
RKSS,RP26-RP27,RP26,126.8004389,37.55831589,0,Ramp,RP27,126.8001507,37.55855567999998,0,Ramp,Ramp
RKSS,RP27-RP28,RP27,126.8001507,37.55855567999998,0,Ramp,RP28,126.800028,37.55867487000001,0,Ramp,Ramp
RKSS,RP28-RP29,RP28,126.800028,37.55867487000001,0,Ramp,RP29,126.7996278,37.55896259999999,0,Ramp,Ramp
RKSS,RP29-RP30,RP29,126.7996278,37.55896259999999,0,Ramp,RP30,126.7993,37.55905011,0,Ramp,Ramp
RKSS,RP30-RP31,RP30,126.7993,37.55905011,0,Ramp,RP31,126.7987771,37.55910864000001,0,Ramp,Ramp
RKSS,RP31-RP32,RP31,126.7987771,37.55910864000001,0,Ramp,RP32,126.7985874,37.55911689999997,0,Ramp,Ramp
RKSS,RP32-RP33,RP32,126.7985874,37.55911689999997,0,Ramp,RP33,126.7982419,37.55916563000001,0,Ramp,Ramp
RKSS,RP33-RP34,RP33,126.7982419,37.55916563000001,0,Ramp,RP34,126.7978394,37.55921439000001,0,Ramp,Ramp
RKSS,RP34-RP35,RP34,126.7978394,37.55921439000001,0,Ramp,RP35,126.7974021,37.55925647999997,0,Ramp,Ramp
RKSS,RP34-RP37,RP34,126.7978394,37.55921439000001,0,Ramp,RP37,126.7971905,37.55880935999998,0,Ramp,Ramp
RKSS,RP35-RP36,RP35,126.7974021,37.55925647999997,0,Ramp,RP36,126.7968676,37.55931727000001,0,Ramp,Ramp
RKSS,RP35-RP37,RP35,126.7974021,37.55925647999997,0,Ramp,RP37,126.7971905,37.55880935999998,0,Ramp,Ramp
RKSS,RP36-RP37,RP36,126.7968676,37.55931727000001,0,Ramp,RP37,126.7971905,37.55880935999998,0,Ramp,Ramp
RKSS,RP36-TX23,RP36,126.7968676,37.55931727000001,0,Ramp,TX23,126.7953599,37.55947653999999,0,Taxiway,Ramp
RKSS,RP37-TX21,RP37,126.7971905,37.55880935999998,0,Ramp,TX21,126.7966969,37.55839934999999,0,Taxiway,Ramp
RKSS,RP38-TX26,RP38,126.7937863,37.56274794000001,0,Ramp,TX26,126.7925479,37.56170362000001,0,Taxiway,Ramp
RKSS,RP38-RP39,RP38,126.7937863,37.56274794000001,0,Ramp,RP39,126.7942522,37.56314387999999,0,Ramp,Ramp
RKSS,RP39-RP40,RP39,126.7942522,37.56314387999999,0,Ramp,RP40,126.7947579,37.56350925999997,0,Ramp,Ramp
RKSS,RP40-RP41,RP40,126.7947579,37.56350925999997,0,Ramp,RP41,126.7961372,37.56463551999999,0,Ramp,Ramp
RKSS,RP41-RP42,RP41,126.7961372,37.56463551999999,0,Ramp,RP42,126.7967017,37.56509153999999,0,Ramp,Ramp
RKSS,RP42-RP43,RP42,126.7967017,37.56509153999999,0,Ramp,RP43,126.7972034,37.56551,0,Ramp,Ramp
RKSS,RP43-RP44,RP43,126.7972034,37.56551,0,Ramp,RP44,126.7978148,37.56596963999998,0,Ramp,Ramp
RKSS,RP44-RP45,RP44,126.7978148,37.56596963999998,0,Ramp,RP45,126.7990304,37.56691978000002,0,Ramp,Ramp
RKSS,RP45-RP46,RP45,126.7990304,37.56691978000002,0,Ramp,RP46,126.7996115,37.5673784,0,Ramp,Ramp
